公司名称,公司地址,薪资水平,职位信息
北京众测众意网络技术有限公司 ,北京,8000-16000元/月,软件工程师
上海古鳌电子科技股份有限公司 ,上海,15000-30000元/月,算法工程师
浙江铖昌科技有限公司 ,杭州,15000-25000元/月,电子技术研发工程师
福建坤华仪自动化仪器仪表有限公司 ,福州,8000-15000元/月,算法工程师
中科芯片(广安)有限公司 ,重庆,8001-10000元/月,算法工程师
珞石（北京）科技有限公司 ,北京,12000-20000元/月,算法工程师
广东彩立方科技有限公司 ,江门,4000-7000元/月,算法工程师
贝拉特(北京)咨询有限公司 ,北京,20000-40000元/月,算法工程师
北京聚辉管理咨询有限公司 ,北京,30001-50000元/月,算法工程师
恒润科技 ,北京,12000-24000元/月,算法工程师
凯盾洛阳智能科技有限公司 ,洛阳,4500-6000元/月,算法工程师
长沙迪迈数码科技股份有限公司 ,长沙,8000-15000元/月,算法工程师
洛阳中科协同科技有限公司 ,洛阳,4001-6000元/月,算法工程师
江苏爱迈普信息科技有限公司 ,镇江,8000-16000元/月,语音/视频/图形开发
上海晶钥商务咨询有限公司 ,上海,20001-30000元/月,算法工程师
宁波思塔路趣信息技术有限公司 ,天津,10001-15000元/月,Java开发工程师
宁波思塔路趣信息技术有限公司 ,天津,10001-15000元/月,Java开发工程师
上海日翰企业管理咨询有限公司 ,上海,30001-50000元/月,算法工程师
四川金网通电子科技有限公司,成都,8001-10000元/月,算法工程师
上海凌笛数码科技有限公司 ,杭州,30001-50000元/月,算法工程师
格陆博科技有限公司 ,上海,20001-30000元/月,软件工程师
大鹏高科(武汉)智能装备有限公司 ,武汉,15000-25000元/月,算法工程师
酷聘科技(北京)有限公司 ,北京,35000-70000元/月,语音/视频/图形开发
北京博睿捷程管理咨询有限责任公司 ,北京,6001-8000元/月,算法工程师
酷聘科技(北京)有限公司 ,北京,30001-50000元/月,算法工程师
华夏芯(北京)通用处理器技术有限公司 ,北京,15001-20000元/月,软件研发工程师
上海米领通信技术有限公司,上海,20001-30000元/月,算法工程师
诺华视创电影科技(江苏)股份有限公司北京分公司 ,北京,8001-10000元/月,算法工程师
河北惠仁医疗设备科技有限公司 ,保定,4001-6000元/月,算法工程师
河北惠仁医疗设备科技有限公司 ,石家庄,4001-6000元/月,算法工程师
河北惠仁医疗设备科技有限公司 ,北京,4001-6000元/月,算法工程师
广东金赋科技股份有限公司 ,佛山,6000-10000元/月,算法工程师
深圳市志奋领科技有限公司 ,深圳,15001-20000元/月,算法工程师
上海神弋智能科技有限公司 ,上海,15001-20000元/月,ERP技术/开发应用
深圳力合精密装备科技有限公司 ,深圳,8000-15000元/月,算法工程师
南京申宁达智能科技有限公司 ,南京,8001-10000元/月,算法工程师
中国科学院计算技术研究所烟台分所 ,烟台,5000-10000元/月,算法工程师
桂林长海发展有限责任公司 ,南宁,6001-8000元/月,算法工程师
西安希德雷达科技有限公司 ,西安,6000-12000元/月,算法工程师
武汉杜贝特人力资源有限公司 ,武汉,10000-20000元/月,算法工程师
科沃斯商用机器人有限公司 ,苏州,15001-20000元/月,算法工程师
深圳市友信长丰科技有限公司 ,深圳,20000-40000元/月,算法工程师
北京北方烽火科技有限公司 ,北京,15001-20000元/月,通信研发工程师
深圳开阳电子股份有限公司 ,兴平,2001-4000元/,算法工程师
北京伯智科技有限公司 ,北京,30000-50000元/月,算法工程师
深圳开阳电子股份有限公司 ,西安,10000-20000元/月,算法工程师
江苏瑞尔医疗科技有限公司,无锡,6000-10000元/月,算法工程师
厦门微亚智能科技有限公司 ,宁德,8000-12000元/月,算法工程师
洛阳云播网络科技有限公司 ,武汉,10000-20000元/月,算法工程师
清华大学苏州汽车研究院 ,苏州,8000-15000元/月,嵌入式软件开发
深圳开阳电子股份有限公司 ,安康,2001-4000元/月,算法工程师
厦门智汇祥盈科技有限公司 ,厦门,4001-6000元/月,算法工程师
芯盾(北京)信息技术有限公司 ,郑州,5000-10000元/月,算法工程师
微瞳科技(深圳)有限公司 ,深圳,20001-30000元/月,算法工程师
芯盾(北京)信息技术有限公司 ,郑州,5000-10000元/月,算法工程师
北京实名宝网络科技有限责任公司 ,成都,4000-8000元/月,算法工程师
智线云科技(北京)有限公司 ,廊坊,8000-15000元/月,算法工程师
安徽省信息产业投资控股有限公司 ,合肥,6001-8000元/月,软件研发工程师
吉林基蛋生物科技有限公司 ,长春,6001-8000元/月,算法工程师
江苏东方赛光电有限公司 ,常州,12000-16000元/月,软件工程师
上海慧珩企业管理有限公司 ,无锡,20001-30000元/月,算法工程师
中电科技集团红外工程技术有限公司,北京,8000-15000元/月,软件工程师
大连海星航海科技有限公司 ,大连,6001-8000元/月,算法工程师
厦门科华恒盛股份有限公司,深圳,10001-15000元/月,算法工程师
浙江神州量子网络科技有限公司 ,杭州,12000-24000元/月,高级软件工程师
上海保隆汽车科技股份有限公司 ,武汉,8000-10000元/月,算法工程师
重庆金山科技（集团）有限公司,重庆,10000-20000元/月,算法工程师
酷聘科技(北京)有限公司 ,北京,40000-70000元/月,算法工程师
宝崴(北京)科贸有限公司 ,太原,10001-15000元/月,算法工程师
星船股权投资基金管理(上海)有限公司 ,上海,70001-100000元/月,信息技术标准化工程师
重庆泠佟科技咨询有限公司 ,重庆,15001-20000元/月,算法工程师
江苏沃得集团 ,南京,15001-20000元/月,嵌入式软件开发
内蒙古奇点蜂巢投资咨询有限责任公司 ,呼和浩特,20000-30000元/月,其他
苏州千机智能技术有限公司 ,苏州,7500-15000元/月,算法工程师
清研同创机器人(天津)有限公司 ,天津,8000-12000元/月,算法工程师
北京仙指信息技术有限公司 ,沈阳,6001-8000元/月,算法工程师
威海市天罡仪表股份有限公司 ,威海,8000-12000元/月,算法工程师
北京索德电气工业有限公司,北京,7000-12000元/月,算法工程师
深圳雷杜生命科学股份有限公司 ,深圳,10001-15000元/月,医疗器械研发
立得空间信息技术股份有限公司 ,武汉,10000-20000元/月,算法工程师
武汉尺子科技有限公司 ,武汉,12000-23000元/月,算法工程师
准动网络科技(厦门)有限公司 ,厦门,10000-20000元/月,算法工程师
杭州汉振科技有限公司 ,金华,15001-20000元/月,高级软件工程师
杭州优嘉智能科技有限公司 ,杭州,30001-50000元/月,算法工程师
湖南华宏铁路高新科技开发有限公司 ,长沙,8000-16000元/月,算法工程师
深圳普捷利科技有限公司 ,深圳,20000-25000元/月,算法工程师
深圳开阳电子股份有限公司 ,咸阳,2001-4000元/月,算法工程师
同致电子科技(厦门)有限公司 ,厦门,6001-8000元/月,嵌入式软件开发
上海赛连信息科技有限公司 ,深圳,10000-20000元/月,算法工程师
济南翼菲自动化科技有限公司 ,济南,8000-16000元/月,自动化工程师
铽罗(上海)机器人科技有限公司 ,上海,20001-30000元/月,算法工程师
同致电子科技(厦门)有限公司 ,厦门,7000-10000元/月,算法工程师
天津艾科仪科技有限公司 ,天津,6001-8000元/月,其他
陕西方位市场信息咨询有限公司,西安,6001-8000元/月,算法工程师
武汉旅航科技股份有限公司 ,武汉,10001-15000元/月,其他
苏州极客嘉智能科技有限公司 ,苏州,12000-15000元/月,算法工程师
无锡日联科技股份有限公司 ,无锡,8000-10000元/月,算法工程师
天津华海清科机电科技有限公司,天津,6001-8000元/月,算法工程师
隆基绿能科技股份有限公司,西安,8000-15000元/月,算法工程师
天津市万贸科技有限公司 ,天津,4000-8000元/月,软件研发工程师
山西戴德测控技术有限公司 ,太原,7500-15000元/月,算法工程师
天津纳新电子有限公司 ,天津,6001-8000元/月,语音/视频/图形开发
深圳市蕊通人和信息咨询有限公司 ,深圳,18000-30000元/月,语音/视频/图形开发
北京踏歌智行科技有限公司 ,北京,20001-30000元/月,算法工程师
厦门市直播吧信息技术有限公司 ,厦门,15001-20000元/月,算法工程师
河南华道科技有限公司 ,郑州,10000-20000元/月,算法工程师
武汉杰无限信息科技有限公司 ,福州,20000-25000元/月,算法工程师
咏传电子科技(上海)有限公司 ,西安,10000-20000元/月,算法工程师
武汉虹识技术有限公司,武汉,8000-15000元/月,算法工程师
苏州工业园区得通商务咨询有限公司 ,苏州,30000-45000元/月,高级软件工程师
珠海博明视觉科技有限公司 ,珠海,8001-10000元/月,算法工程师
安徽三联机器人科技有限公司 ,杭州,6001-8000元/月,算法工程师
河南亚视软件技术有限公司 ,郑州,6000-9000元/月,算法工程师
恒润科技 ,天津,10000-15000元/月,需求工程师
杭州中亚瑞程包装科技有限公司 ,杭州,10001-15000元/月,算法工程师
桂林长海发展有限责任公司 ,桂林,6001-8000元/月,仿真应用工程师
沈阳康泰电子科技股份有限公司 ,沈阳,4001-6000元/月,算法工程师
大连德达人力资源有限公司 ,苏州,10000-20000元/月,算法工程师
北京远鉴科技股份有限公司 ,北京,20001-30000元/月,算法工程师
广州智慧城市发展研究院 ,广州,1500-3000元/月,算法工程师
常州天正工业发展股份有限公司,常州,8000-16000元/月,算法工程师
厦门市和奕华光电科技有限公司 ,厦门,12000-20000元/月,算法工程师
山东景天智能科技有限公司 ,烟台,8000-12000元/月,软件工程师
山东伯睿英联企业管理咨询有限公司 ,杭州,30001-50000元/月,算法工程师
安徽延达能源投资有限公司 ,合肥,4000-8000元/月,算法工程师
北京当当科文电子商务有限公司,北京,15000-30000元/月,算法工程师
沈阳新松数字驱动有限公司 ,沈阳,3000-6000元/月,算法工程师
广东宜通世纪科技股份有限公司 ,广州,8000-12000元/月,算法工程师
鹏博士电信传媒集团股份有限公司 ,广州,15001-20000元/月,算法工程师
上海朝阳永续信息技术股份有限公司 ,上海,25000-35000元/月,算法工程师
公安部第三研究所 ,上海,15001-20000元/月,算法工程师
浙江蓝鸽科技有限公司 ,嘉兴,12000-15000元/月,算法工程师
中国专利信息中心,北京,10000-15000元/月,算法工程师
北京伯众联合管理咨询有限公司 ,北京,30001-50000元/月,算法工程师
上海连尚网络科技有限公司 ,上海,30001-50000元/月,算法工程师
公安部第三研究所 ,上海,13000-15000元/月,算法工程师
北京市人才开发中心 ,北京,4001-6000元/月,系统分析员
北京一点网聚信息技术有限公司 ,北京,30000-60000元/月,算法工程师
杭州汉振科技有限公司 ,嘉兴,15001-20000元/月,高级软件工程师
北京诺君安信息技术股份有限公司 ,北京,30001-50000元/月,算法工程师
杭州汉振科技有限公司 ,宁波,15001-20000元/月,高级软件工程师
广州东软睿道教育信息技术有限公司 ,成都,3500-4500元/月,算法工程师
烟台华莱数据技术有限公司 ,烟台,5000-10000元/月,算法工程师
东莞市矩阵同创网络科技有限公司 ,深圳,15000-30000元/月,仿真应用工程师
北京电擎科技股份有限公司 ,北京,8000-15000元/月,嵌入式软件开发
湖南格纳微信息科技有限公司 ,长沙,8000-15000元/月,算法工程师
北京一点网聚信息技术有限公司 ,北京,30000-50000元/月,高级软件工程师
北京海思瑞格科技有限公司 ,北京,12500-25000元/月,算法工程师
纵目科技(上海)股份有限公司 ,上海,15000-25000元/月,算法工程师
领航基因科技(杭州)有限公司 ,杭州,10001-15000元/月,算法工程师
北京信路威科技股份有限公司 ,南宁,10001-15000元/月,算法工程师
北京科易动力科技有限公司 ,北京,8001-10000元/月,算法工程师
北京君正集成电路股份有限公司,合肥,12000-24000元/月,其他
江苏正心智能科技有限公司 ,苏州,15000-25000元/月,算法工程师
泉州如意娘婚姻服务有限公司 ,厦门,20001-30000元/月,算法工程师
青岛克路德智能工程有限公司 ,北京,15000-25000元/月,算法工程师
中科博宏(北京)科技有限公司 ,北京,10000-12000元/月,软件研发工程师
河南品讯网络科技有限公司 ,洛阳,6000-8000元/月,算法工程师
长沙北斗产业安全技术研究院有限公司 ,长沙,8000-15000元/月,算法工程师
江苏如是地球空间信息科技有限公司 ,宿迁,8001-10000元/月,软件工程师
西安泰豪红外科技有限公司 ,西安,6000-10000元/月,算法工程师
沈阳美行科技有限公司,沈阳,25000-50000元/月,高级软件工程师
华通科技有限公司 ,重庆,10001-15000元/月,算法工程师
深圳市拓展信息咨询有限公司 ,南京,15000-30000元/月,嵌入式软件开发
埃夫特智能装备股份有限公司 ,芜湖,10001-15000元/月,算法工程师
辽宁壮龙无人机科技有限公司 ,沈阳,6001-8000元/月,算法工程师
珠海安润普科技有限公司 ,珠海,12000-16000元/月,算法工程师
江苏如是地球空间信息科技有限公司 ,南京,8001-10000元/月,软件工程师
重庆和视科技发展有限公司 ,重庆,10000-20000元/月,其他
基蛋生物科技股份有限公司,南京,8001-10000元/月,算法工程师
安徽省信息产业投资控股有限公司 ,合肥,15001-20000元/月,高级软件工程师
美新半导体（无锡）有限公司 ,无锡,8000-15000元/月,算法工程师
杭州汉振科技有限公司 ,衢州,15001-20000元/月,高级软件工程师
南京天数信息科技有限公司 ,南京,33000-47000元/月,算法工程师
烟台华东电子科技有限公司 ,烟台,5500-10000元/月,算法工程师
江苏沃得集团 ,深圳,15001-20000元/月,嵌入式软件开发
山东优仕人力资源有限公司 ,济南,15000-25000元/月,算法工程师
北京君正集成电路股份有限公司,合肥,8000-16000元/月,算法工程师
北京中盈达科技有限责任公司 ,北京,8001-10000元/月,算法工程师
苏州艾吉威机器人有限公司 ,苏州,10000-20000元/月,算法工程师
大连弗斯特高新人才发展管理有限公司,大连,15001-20000元/月,算法工程师
北京转转精神科技有限责任公司 ,北京,25000-50000元/月,算法工程师
云极互动（北京）科技有限公司太原办事处 ,太原,4001-6000元/月,算法工程师
浙江神州量子网络科技有限公司 ,杭州,15000-30000元/月,高级软件工程师
深圳市资福医疗技术有限公司 ,深圳,10001-15000元/月,通信研发工程师
广东方纬科技有限公司 ,广州,15000-20000元/月,语音/视频/图形开发
武汉幻视智能科技有限公司 ,武汉,10001-15000元/月,算法工程师
江苏迪伦智能科技有限公司 ,上海,15001-20000元/月,算法工程师
厦门福信光电集成有限公司,厦门,5000-10000元/月,算法工程师
苏州华兴致远电子科技有限公司 ,苏州,15000-25000元/月,高级软件工程师
泸州倍赛达科技有限公司 ,深圳,18000-24000元/月,算法工程师
武汉中旗生物医疗电子有限公司 ,武汉,10000-19000元/月,算法工程师
武汉大学深圳研究院 ,深圳,25000-35000元/月,算法工程师
上海新华控制技术集团科技有限公司 ,上海,8000-16000元/月,算法工程师
北京外号信息技术有限公司 ,西安,10000-20000元/月,算法工程师
森思泰克河北科技有限公司 ,北京,10001-15000元/月,算法工程师
北京乐普医疗科技有限责任公司 ,北京,10001-15000元/月,软件研发工程师
北京亿利智慧能源科技有限公司 ,北京,30001-50000元/月,算法工程师
郑州致博思远企业管理咨询有限公司 ,新乡,20001-30000元/月,算法工程师
上海开奈电子通讯有限公司 ,南京,10001-15000元/月,算法工程师
成都奥特为科技有限公司,成都,12000-15000元/月,算法工程师
恩梯梯数据(中国)信息技术有限公司 ,北京,15000-30000元/月,高级软件工程师
维沃移动通信有限公司 ,杭州,30001-50000元/月,算法工程师
上海开奈电子通讯有限公司 ,郑州,15000-25000元/月,算法工程师
南京安讯科技有限责任公司 ,南京,15001-20000元/月,互联网软件工程师
北京中电华大电子设计有限责任公司,北京,8001-10000元/月,半导体技术
无锡达内科技有限公司,无锡,4000-5500元/月,算法工程师
苏州慧闻纳米科技有限公司 ,苏州,8000-15000元/月,算法工程师
深圳美图创新科技有限公司 ,北京,20000-40000元/月,算法工程师
Siemens Ltd. China/西门子(中国)有限公司,上海,面议,算法工程师
中航光电科技股份有限公司,洛阳,面议,电子技术研发工程师
北京云信合创软件有限公司 ,北京,50001-70000元/月,算法工程师
深圳瑞科时尚电子有限公司 ,深圳,9000-18000元/月,算法工程师
北京云识图信息技术有限公司 ,北京,16000-32000元/月,算法工程师
杭州汉振科技有限公司 ,杭州,10000-20000元/月,算法工程师
北京旋极信息技术股份有限公司 ,北京,10001-15000元/月,算法工程师
广州笨笨网络科技有限公司 ,广州,10000-20000元/月,算法工程师
国民技术股份有限公司,深圳,13000-25000元/月,算法工程师
北京清能互联科技有限公司 ,广州,10000-20000元/月,算法工程师
坎德拉(深圳)科技创新有限公司 ,深圳,10000-20000元/月,算法工程师
哈工大机器人(合肥)国际创新研究院 ,合肥,10000-20000元/月,算法工程师
东信和平科技股份有限公司 ,珠海,10001-15000元/月,算法工程师
清研同创机器人(天津)有限公司 ,天津,8000-12000元/月,算法工程师
武汉中海庭数据技术有限公司 ,武汉,20000-30000元/月,算法工程师
北京计算机技术及应用研究所,北京,10001-15000元/月,嵌入式硬件开发
联科集团-联智科技（北京）有限公司 ,北京,13000-25000元/月,软件工程师
天津华来科技有限公司 ,天津,10001-15000元/月,算法工程师
西安正昌电子股份有限公司,西安,8000-15000元/月,汽车电子工程师
北京道达天际科技有限公司 ,北京,8500-17000元/月,软件工程师
盈嘉互联（北京）科技有限公司,杭州,6000-12000元/月,算法工程师
坎德拉(深圳)科技创新有限公司 ,深圳,30000-60000元/月,算法工程师
上海传慎医疗器材有限公司 ,上海,10001-15000元/月,算法工程师
成都无糖信息技术有限公司 ,成都,8000-16000元/月,算法工程师
深圳南方德尔汽车电子有限公司 ,深圳,8000-15000元/月,算法工程师
北京立迈胜控制技术有限责任公司 ,北京,20001-30000元/月,高级软件工程师
武汉数字派特科技有限公司 ,武汉,10001-15000元/月,其他
同盾科技有限公司,杭州,20001-30000元/月,算法工程师
北京顶象技术有限公司 ,杭州,5000-10000元/月,算法工程师
楚天科技股份有限公司 ,长沙,8001-10000元/月,算法工程师
北京意锐新创科技有限公司 ,北京,15000-30000元/月,高级软件工程师
无锡先导智能装备股份有限公司 ,无锡,15000-25000元/月,算法工程师
深圳开阳电子股份有限公司 ,汉中,2001-4000元/月,算法工程师
坎德拉(深圳)科技创新有限公司 ,深圳,20000-40000元/月,算法工程师
无锡信捷电气股份有限公司 ,无锡,8001-10000元/月,软件工程师
北京智行者科技有限公司 ,北京,30001-50000元/月,算法工程师
纵目科技(上海)股份有限公司 ,上海,15000-25000元/月,算法工程师
天津银隆新能源有限公司 ,天津,15000-30000元/月,算法工程师
青岛克路德智能工程有限公司 ,北京,8000-16000元/月,算法工程师
武汉幻视智能科技有限公司 ,武汉,10001-15000元/月,算法工程师
天津清智科技有限公司 ,天津,8000-16000元/月,汽车电子工程师
河南浩宇空间数据科技有限责任公司 ,郑州,8001-10000元/月,算法工程师
北京飞米科技有限公司 ,北京,15000-25000元/月,算法工程师
珠海博杰电子股份有限公司 ,珠海,15000-25000元/月,算法工程师
江苏创视赛维科技有限公司 ,南京,15000-30000元/月,算法工程师
上海合合信息科技发展有限公司,上海,18000-30000元/月,软件研发工程师
湖南高至科技有限公司 ,长沙,6000-10000元/月,算法工程师
北京信路威科技股份有限公司 ,南宁,6000-10000元/月,软件工程师
深圳市蕊通人和信息咨询有限公司 ,深圳,15000-30000元/月,语音/视频/图形开发
珠海大麦企业孵化管理有限公司 ,珠海,50001-70000元/月,其他
广东雷洋智能科技股份有限公司 ,东莞,15001-20000元/月,算法工程师
江西秉拓智能科技有限公司 ,南昌,6001-8000元/月,算法工程师
杭州中亚机械股份有限公司 ,杭州,面议,算法工程师
天津津芯微电子科技有限公司 ,天津,8000-15000元/月,软件研发工程师
杭州岸达科技有限公司 ,杭州,15001-20000元/月,算法工程师
南京隼眼电子科技有限公司 ,南京,6001-8000元/月,算法工程师
深圳市普博科技有限公司 ,深圳,7000-14000元/月,算法工程师
河南奇测电子科技有限公司 ,郑州,10001-15000元/月,算法工程师
江苏云联科技有限公司 ,苏州,8001-10000元/月,高级软件工程师
天津华来科技有限公司 ,天津,10001-15000元/月,算法工程师
深圳市镭神智能系统有限公司 ,深圳,8000-15000元/月,算法工程师
北京市人才开发中心 ,北京,6001-8000元/月,数据库开发工程师
中冶赛迪集团有限公司 ,重庆,10000-20000元/月,算法工程师
智联招聘 ,北京,30001-50000元/月,算法工程师
辽宁智管科技有限公司 ,长春,7000-10000元/月,算法工程师
武汉水象科技有限公司 ,武汉,15000-25000元/月,算法工程师
北京行易道科技有限公司 ,北京,20000-30000元/月,算法工程师
易视智瞳科技(深圳)有限公司 ,深圳,15000-30000元/月,算法工程师
杭州汉振科技有限公司 ,杭州,15001-20000元/月,高级软件工程师
苏州沃特维自动化系统有限公司 ,苏州,8000-12000元/月,其他
天津慧医谷科技有限公司 ,天津,6000-12000元/月,算法工程师
成都知数科技有限公司 ,成都,20001-30000元/月,算法工程师
成都华日通讯技术有限公司,成都,8001-10000元/月,软件研发工程师
北京中燕信息技术有限公司 ,北京,10001-15000元/月,算法工程师
深圳市日联科技有限公司 ,深圳,12500-16666元/月,电子技术研发工程师
安徽三联交通应用技术股份有限公司 ,合肥,8001-10000元/月,语音/视频/图形开发
杭州汉振科技有限公司 ,温州,15001-20000元/月,高级软件工程师
青岛通产智能科技股份有限公司 ,青岛,6001-8000元/月,算法工程师
中科新声(苏州)科技有限公司 ,苏州,10001-15000元/月,其他
昂坤视觉(北京)科技有限公司 ,北京,30001-50000元/月,算法工程师
安捷励电控技术南京有限公司 ,天津,10000-15000元/月,自动化工程师
掌握科技无锡有限公司 ,无锡,10000-15000元/月,IT技术/研发经理/主管
上海艾奎信息科技有限公司 ,南京,5000-7000元/月,算法工程师
广州远能物流自动化设备科技有限公司,广州,10000-20000元/月,算法工程师
上海仙知机器人科技有限公司 ,上海,15001-20000元/月,算法工程师
融汇通网络服务股份有限公司 ,青岛,10001-15000元/月,算法工程师
广州竞远安全技术股份有限公司 ,广州,8000-15000元/月,算法工程师
深圳市维度科技有限公司 ,深圳,13000-18000元/月,算法工程师
和利时集团 ,北京,15000-25000元/月,系统架构设计师
湖南高至科技有限公司 ,长沙,6000-12000元/月,算法工程师
深圳市恒博物业管理有限公司 ,深圳,15000-24999元/月,算法工程师
深圳乐行天下科技有限公司 ,深圳,15001-20000元/月,高级软件工程师
成都微光集电科技有限公司 ,成都,8000-15000元/月,软件工程师
江苏万邦微电子有限公司 ,南京,10000-20000元/月,软件工程师
坎德拉(深圳)科技创新有限公司 ,深圳,15001-20000元/月,算法工程师
浙江水晶光电科技股份有限公司 ,杭州,10000-20000元/月,算法工程师
中国电子科技集团公司第五十二研究所 ,杭州,10000-20000元/月,算法工程师
北京智芯原动科技有限公司 ,天津,12000-15000元/月,算法工程师
重庆泠佟科技咨询有限公司 ,重庆,10001-15000元/月,算法工程师
上海因致信息科技有限公司 ,嘉兴,8001-10000元/月,算法工程师
深圳硅基仿生科技有限公司 ,深圳,15000-30000元/月,算法工程师
北京怡成生物电子技术股份有限公司 ,北京,20001-30000元/月,算法工程师
苏州艾科瑞思智能装备股份有限公司 ,苏州,8000-16000元/月,算法工程师
成都天麒科技有限公司 ,成都,15000-25000元/月,算法工程师
苏州九号电子科技有限公司 ,苏州,8000-15000元/月,算法工程师
成都知识视觉科技有限公司 ,成都,8000-15000元/月,算法工程师
北京北斗华大科技有限公司 ,北京,20001-30000元/月,算法工程师
北京华镁钛科技有限公司 ,北京,10000-18000元/月,算法工程师
浙江云视数据技术有限公司 ,重庆,10001-15000元/月,算法工程师
优品财富管理股份有限公司 ,武汉,10001-15000元/月,算法工程师
武汉精测电子集团股份有限公司 ,武汉,4000-8000元/月,算法工程师
上海之江生物科技股份有限公司,上海,10000-20000元/月,算法工程师
武汉巨合科技有限公司 ,武汉,10001-15000元/月,语音/视频/图形开发
福州富昌维控电子科技有限公司 ,福州,6000-9000元/月,算法工程师
武汉智寻天下科技有限公司 ,武汉,12000-24000元/月,高级软件工程师
北京思维鑫科信息技术有限公司 ,北京,20001-30000元/月,算法工程师
深圳市霍克视觉科技有限公司 ,深圳,8000-12000元/月,算法工程师
苏州奇梦者网络科技有限公司 ,苏州,4500-9000元/月,高级软件工程师
苏州九号电子科技有限公司 ,北京,10000-20000元/月,高级软件工程师
珊口(上海)智能科技有限公司 ,上海,18000-35000元/月,算法工程师
内蒙古方向图科技有限公司 ,北京,10001-15000元/月,算法工程师
德菲洛(杭州)科技有限公司 ,杭州,10000-20000元/月,算法工程师
厦门福信光电集成有限公司,厦门,8000-15000元/月,算法工程师
中国科学院自动化研究所(洛阳)机器人与智能装备创新研究院 ,洛阳,8001-10000元/月,算法工程师
前海商联商务网络服务(深圳)有限公司 ,深圳,30001-50000元/月,高级软件工程师
广州启帆工业机器人有限公司 ,广州,12500-25000元/月,算法工程师
湖南格纳微信息科技有限公司 ,长沙,8000-15000元/月,算法工程师
上海光联通讯技术有限公司武汉分公司 ,武汉,10000-20000元/月,算法工程师
佛山华数机器人有限公司 ,广州,7000-14000元/月,算法工程师
欣宝科技(上海)有限公司 ,上海,20001-30000元/月,算法工程师
湖南格纳微信息科技有限公司 ,长沙,7000-12000元/月,语音/视频/图形开发
金风科技股份有限公司,北京,15000-25000元/月,算法工程师
沈阳美行科技有限公司,沈阳,8000-16000元/月,算法工程师
无锡中感微电子股份有限公司 ,南京,20001-30000元/月,通信技术工程师
厦门厦科云海信息技术有限公司 ,厦门,6001-8000元/月,系统工程师
成都智金机械设备有限公司 ,成都,10000-16000元/月,算法工程师
西安盈谷网络科技有限公司 ,西安,6000-12000元/月,算法工程师
泸州倍赛达科技有限公司 ,广州,18000-24000元/月,算法工程师
西安天圆光电科技有限公司 ,西安,5000-10000元/月,软件工程师
北京太速科技有限公司 ,北京,6001-8000元/月,语音/视频/图形开发
杭州大名软件有限公司 ,长沙,20001-30000元/月,算法工程师
无锡信捷电气股份有限公司 ,无锡,10001-15000元/月,其他
DHF IntellVision Corporation ,北京,6001-8000元/月,软件工程师
浙江同硕科技有限公司 ,杭州,14000-24000元/月,算法工程师
青岛博亚泽自动化系统有限公司 ,青岛,6001-8000元/月,仪器/仪表/计量工程师
苏州市小当家财务服务有限公司 ,苏州,10000-18000元/月,算法工程师
深圳市日联科技有限公司 ,深圳,15001-20000元/月,算法工程师
上海湃梭信息科技有限公司 ,上海,8001-10000元/月,算法工程师
湖南山河科技股份有限公司 ,株洲,4001-6000元/月,算法工程师
苏州贝莱弗医疗科技有限公司 ,深圳,20001-30000元/月,算法工程师
湖南格纳微信息科技有限公司 ,长沙,8000-15000元/月,算法工程师
同方赛威讯信息技术有限公司 ,成都,8000-16000元/月,通信研发工程师
杭州士兰微电子股份有限公司 ,杭州,8000-12000元/月,其他
海南拍拍看信息技术有限公司 ,海口,10001-15000元/月,算法工程师
中国科学院计算技术研究所天津分所暨天津中科物联网技术研究所 ,天津,15001-20000元/月,算法工程师
武汉白虹软件科技有限公司 ,武汉,9000-15000元/月,软件工程师
北京小鸟看看科技有限公司 ,青岛,10001-15000元/月,算法工程师
上海锐翌生物科技有限公司 ,杭州,4500-9000元/月,生物工程/生物制药
上海微电子装备(集团)股份有限公司 ,上海,8000-16000元/月,算法工程师
北京君正集成电路股份有限公司,合肥,8000-16000元/月,算法工程师
深圳三星通信技术研究有限公司 ,深圳,50001-70000元/月,无线/射频通信工程师
广州御银信息科技有限公司 ,广州,12000-20000元/月,硬件工程师
江苏金智科技股份有限公司,北京,15001-20000元/月,算法工程师
江苏摩科特医疗科技有限公司 ,苏州,10001-15000元/月,医疗器械研发
紫光陕数大数据有限公司 ,西安,15000-25000元/月,算法工程师
深圳市斯迈龙科技有限公司 ,长沙,10001-15000元/月,算法工程师
广州极飞科技有限公司 ,广州,10000-18000元/月,算法工程师
天津华海清科机电科技有限公司,天津,8001-10000元/月,算法工程师
浙江玩美数据科技有限公司 ,绍兴,7000-14000元/月,算法工程师
重庆航天新世纪卫星应用技术有限责任公司 ,重庆,5000-10000元/月,高级软件工程师
武汉尺子科技有限公司 ,武汉,2001-4000元/月,软件工程师
广州敏视数码科技有限公司 ,广州,12000-20000元/月,算法工程师
北京维卓致远医疗科技发展有限责任公司 ,北京,30001-50000元/月,算法工程师
中寰卫星导航通信有限公司 ,武汉,10000-20000元/月,算法工程师
广州凯媒通讯技术有限公司 ,广州,10000-20000元/月,高级软件工程师
合肥工大先行微电子技术有限公司,深圳,10000-12000元/月,电子技术研发工程师
福建首松智能科技有限公司 ,深圳,7000-14000元/月,算法工程师
