公司名称,公司地址,薪资水平,职位信息
大鹏高科(武汉)智能装备有限公司 ,武汉,12000-15000元/月,算法工程师
深圳睿泰华智能科技有限公司 ,深圳,8000-10000元/月,算法工程师
青岛汇智天云科技有限公司 ,青岛,15000-30000元/月,算法工程师
宝崴(北京)科贸有限公司 ,北京,15001-20000元/月,算法工程师
安徽优旦科技有限公司 ,合肥,10000-20000元/月,其他
湖南正申科技有限公司 ,长沙,10000-20000元/月,算法工程师
苏州工业园区龙兆生物科技研究院有限公司 ,苏州,8000-15000元/月,算法工程师
宁波傲视智绘光电科技有限公司 ,西安,10001-15000元/月,算法工程师
合肥泰禾光电科技股份有限公司,合肥,10001-15000元/月,算法工程师
广东腾晖信息科技开发股份有限公司 ,珠海,20001-30000元/月,算法工程师
山西迪迈沃科光电工业有限公司,成都,6001-8000元/月,算法工程师
君库(上海)信息科技有限公司 ,上海,17000-34000元/月,算法工程师
真玫智能科技（深圳）有限公司 ,深圳,15000-30000元/月,算法工程师
北京轻松筹网络科技有限公司 ,北京,15000-30000元/月,算法工程师
盘缠科技股份有限公司 ,上海,20001-30000元/月,算法工程师
四达时代集团,北京,30001-50000元/月,算法工程师
南京中卓软件有限公司 ,无锡,6001-8000元/月,算法工程师
北京捷通华声科技股份有限公司,厦门,15000-30000元/月,算法工程师
福建星网锐捷通讯股份有限公司 ,福州,6001-8000元/月,算法工程师
北京大华无线电仪器有限责任公司 ,北京,12000-16000元/月,软件研发工程师
紫光云数科技有限公司 ,苏州,20000-30000元/月,算法工程师
叮当快药科技集团有限公司 ,北京,15000-30000元/月,算法工程师
北京大华无线电仪器有限责任公司 ,北京,12000-17000元/月,算法工程师
华通信安(北京)科技发展有限公司 ,长沙,6001-8000元/月,算法工程师
达而观信息科技(上海)有限公司 ,上海,20000-40000元/月,算法工程师
深圳市泉眼网络科技有限公司,上海,10000-20000元/月,算法工程师
北京软通云网科技有限公司 ,北京,面议,语音/视频/图形开发
北京智慧眼科技股份有限公司湖南分公司 ,北京,20001-30000元/月,算法工程师
天柏人才顾问(上海)有限公司北京咨询分公司,苏州,20001-30000元/月,算法工程师
北京智慧眼科技股份有限公司湖南分公司 ,北京,20001-30000元/月,算法工程师
四达时代集团,北京,30001-50000元/月,算法工程师
北京智慧眼科技股份有限公司湖南分公司 ,北京,15001-20000元/月,高级软件工程师
北京智慧眼科技股份有限公司湖南分公司 ,北京,20001-30000元/月,算法工程师
北京捷通华声科技股份有限公司,北京,20000-40000元/月,算法工程师
凡普金科企业发展(上海)有限公司 ,北京,25000-50000元/月,算法工程师
北京智慧眼科技股份有限公司湖南分公司 ,北京,20001-30000元/月,算法工程师
如禹投资(上海)有限公司 ,上海,15000-30000元/月,算法工程师
北京华如科技股份有限公司 ,北京,10001-15000元/月,软件工程师
北京四维图新科技股份有限公司,北京,10000-20000元/月,算法工程师
唯你网 ,厦门,8000-15000元/月,高级软件工程师
北京中安鼎辉科技有限公司 ,北京,8000-15000元/月,算法工程师
北京图为先科技有限公司 ,北京,20001-30000元/月,软件研发工程师
北京四维图新科技股份有限公司,北京,20001-30000元/月,软件工程师
中联重科股份有限公司,长沙,25000-50000元/月,算法工程师
北京四维图新科技股份有限公司,北京,15000-30000元/月,软件工程师
厦门亿联网络技术股份有限公司,厦门,15001-20000元/月,算法工程师
潍柴动力股份有限公司上海分公司 ,上海,15001-20000元/月,其他
安克创新科技股份有限公司 ,深圳,面议,平面设计
上海鲁班软件股份有限公司 ,上海,10000-20000元/月,高级软件工程师
天津光电集团有限公司 ,北京,7000-14000元/月,通信研发工程师
联创汽车电子有限公司,上海,15001-20000元/月,软件工程师
深圳牙领科技有限公司 ,深圳,30000-50000元/月,算法工程师
卡莱特(深圳)云科技有限公司 ,深圳,10000-20000元/月,算法工程师
北京远鉴科技股份有限公司 ,北京,30001-50000元/月,语音/视频/图形开发
中国科学院上海微系统与信息技术研究所,上海,10000-20000元/月,算法工程师
成都臻识科技发展有限公司 ,成都,12000-20000元/月,算法工程师
成都新潮传媒集团股份有限公司 ,成都,10000-20000元/月,算法工程师
北京龙软科技股份有限公司 ,成都,6999-12999元/月,算法工程师
深圳牙领科技有限公司 ,深圳,30001-50000元/月,算法工程师
武汉精测电子集团股份有限公司 ,武汉,1500-3000元/月,算法工程师
杭州雄迈集成电路技术有限公司 ,杭州,5000-10000元/月,算法工程师
法视特（上海）图像科技有限公司,上海,15000-20000元/月,算法工程师
北京数行健科技有限公司 ,北京,10001-15000元/月,算法工程师
北京云博威盛科技有限公司 ,北京,15000-30000元/月,软件工程师
行为科技 (北京)有限公司 ,北京,15000-30000元/月,算法工程师
成都真实维度科技有限公司 ,成都,10001-15000元/月,语音/视频/图形开发
北京易思医疗器械有限责任公司 ,北京,9000-18000元/月,医疗器械研发
深圳市特别特科技有限公司 ,深圳,10000-20000元/月,算法工程师
浙江科澜信息技术有限公司,杭州,10000-15000元/月,软件研发工程师
南京安讯科技有限责任公司 ,南京,15001-20000元/月,算法工程师
成都有据量化科技有限公司 ,深圳,20000-40000元/月,算法工程师
北京离线国际科技有限公司 ,北京,10001-15000元/月,算法工程师
上海惠诚科教仪器有限公司 ,上海,8001-10000元/月,算法工程师
北京嘉恒中自图像技术有限公司 ,北京,8000-16000元/月,语音/视频/图形开发
西安因诺航空科技有限公司 ,西安,10000-15000元/月,算法工程师
江苏如是地球空间信息科技有限公司 ,宿迁,8001-10000元/月,算法工程师
北京中兴通德科技创新有限公司 ,北京,20001-30000元/月,算法工程师
北京微瑞思创信息科技股份有限公司 ,北京,15000-30000元/月,算法工程师
西安因诺航空科技有限公司 ,西安,10000-15000元/月,算法工程师
深圳开阳电子股份有限公司 ,西安,2001-4000元/月,算法工程师
深圳辰视智能科技有限公司 ,深圳,8000-15000元/月,算法工程师
成都泰盟软件有限公司 ,成都,6000-10000元/月,算法工程师
中国科学院计算技术研究所天津分所暨天津中科物联网技术研究所 ,天津,6000-12000元/月,算法工程师
西安因诺航空科技有限公司 ,西安,10000-15000元/月,算法工程师
珞石(山东)智能科技有限公司北京分公司 ,北京,15000-30000元/月,算法工程师
北京君正集成电路股份有限公司,北京,8000-16000元/月,算法工程师
北京四海华辰科技有限公司 ,北京,15000-30000元/月,WEB前端开发
深圳市众泰兄弟科技发展有限公司 ,深圳,10000-20000元/月,算法工程师
北京瑞尔视科技有限公司,北京,30000-35000元/月,算法工程师
上海邦习企业管理有限公司 ,上海,30001-50000元/月,算法工程师
北京图森未来科技有限公司 ,北京,20000-40000元/月,算法工程师
杭州大名软件有限公司 ,杭州,10000-20000元/月,算法工程师
北京图森未来科技有限公司 ,北京,25000-35000元/月,算法工程师
北京细推科技有限公司 ,北京,15000-30000元/月,算法工程师
北京智行者科技有限公司 ,北京,30001-50000元/月,算法工程师
北京中泽艾派克斯光电技术有限公司 ,北京,8000-15000元/月,软件工程师
上海金脉电子科技有限公司 ,上海,8000-15000元/月,软件工程师
上海邦习企业管理有限公司 ,上海,30001-50000元/月,汽车工程项目管理
北京热刺激光技术有限责任公司 ,北京,15001-20000元/月,算法工程师
北京万维星辰科技有限公司 ,北京,10001-15000元/月,算法工程师
光瀚健康咨询管理（上海）有限公司 ,上海,15000-25000元/月,系统工程师
北京威锐达测控系统有限公司 ,北京,10001-15000元/月,算法工程师
北京中科海讯数字科技股份有限公司 ,北京,12000-15000元/月,软件工程师
天津华海清科机电科技有限公司,天津,6001-8000元/月,算法工程师
常州市凯迪电器股份有限公司 ,深圳,12000-20000元/月,软件研发工程师
博能传动(苏州)有限公司,苏州,15000-25000元/月,电子技术研发工程师
辽宁智管科技有限公司 ,鞍山,6000-10000元/月,算法工程师
阿里巴巴集团 ,杭州,面议,算法工程师
合肥求精电子有限公司 ,合肥,6001-8000元/月,C语言开发工程师
无锡维胜威信息科技有限公司 ,无锡,8000-12000元/月,算法工程师
杭州熙菱信息技术有限公司 ,西安,15001-20000元/月,高级软件工程师
无锡信捷电气股份有限公司 ,无锡,4000-8000元/月,电器研发工程师
沈阳无距科技有限公司 ,沈阳,10001-15000元/月,高级软件工程师
深圳市天彦通信股份有限公司 ,重庆,10001-15000元/月,算法工程师
珠海创思新能源科技有限公司 ,珠海,10000-20000元/月,算法工程师
武汉精测电子集团股份有限公司 ,武汉,8000-15000元/月,算法工程师
江苏博微电力科技有限公司 ,南京,10001-15000元/月,高级软件工程师
深圳前向启创数码技术有限公司西安分公司 ,西安,10000-20000元/月,算法工程师
厦门渊亭信息科技有限公司 ,厦门,8000-16000元/月,高级软件工程师
轻客智能科技(江苏)有限公司 ,北京,10000-20000元/月,其他
安徽紫薇帝星数字科技有限公司 ,深圳,10000-20000元/月,算法工程师
湖南安存科技有限公司 ,长沙,10001-15000元/月,算法工程师
威海北洋电气集团股份有限公司 ,威海,6001-8000元/月,算法工程师
西安三翼航空科技有限公司 ,西安,6000-10000元/月,算法工程师
苏州睿仟医疗科技有限公司 ,苏州,15000-30000元/月,算法工程师
四川国软科技发展有限责任公司 ,成都,6001-8000元/月,软件研发工程师
中工产业发展集团有限公司 ,大连,15001-20000元/月,算法工程师
大连苍龙机器人有限公司 ,沈阳,100001-150000元/月,软件研发工程师
国网信息通信产业集团有限公司,北京,20000-40000元/月,增值产品开发工程师
北京通广龙电子科技有限公司 ,北京,15001-20000元/月,通信技术工程师
中铁工程装备集团有限公司 ,郑州,4001-6000元/月,算法工程师
广州国机智能电力科技有限公司 ,广州,10000-20000元/月,算法工程师
长沙网动网络科技有限公司 ,长沙,10001-15000元/月,算法工程师
长春万易科技有限公司 ,长春,10001-15000元/月,高级软件工程师
深圳市星炫科技有限公司 ,深圳,20000-35000元/月,语音/视频/图形开发
国机智能技术研究院有限公司 ,北京,10000-20000元/月,软件工程师
北京中广上洋科技股份有限公司 ,北京,15001-20000元/月,软件研发工程师
安徽科微智能科技有限公司 ,合肥,15001-20000元/月,算法工程师
公安部第三研究所 ,上海,15000-17000元/月,算法工程师
成都数字天空科技有限公司 ,成都,15000-25000元/月,高级软件工程师
华大基因 ,深圳,15000-25000元/月,算法工程师
福州科拓智能科技有限公司,厦门,1000元/月以下,软件工程师
西安瑞思凯微电子科技有限公司 ,西安,10001-15000元/月,算法工程师
新誉集团有限公司 ,常州,8001-10000元/月,软件工程师
深圳德聚企业管理咨询有限公司 ,深圳,30001-50000元/月,算法工程师
珞石(山东)智能科技有限公司北京分公司 ,北京,10000-18000元/月,算法工程师
广州中浩控制技术有限公司 ,东莞,10000-16000元/月,算法工程师
湖南信达通信息技术有限公司 ,长沙,15000-30000元/月,算法工程师
杭州半云科技有限公司 ,福州,8000-16000元/月,算法工程师
杭州盈网科技有限公司 ,杭州,10001-15000元/月,算法工程师
深圳市智慧安防行业协会 ,杭州,20001-30000元/月,算法工程师
北京小爱智能科技有限公司 ,北京,18000-30000元/月,高级软件工程师
纳米新能源(唐山)有限责任公司 ,唐山,15001-20000元/月,嵌入式硬件开发
南京卓胜自动化设备有限公司 ,南京,8000-15000元/月,算法工程师
河南省军工电子信息科技有限公司 ,郑州,10000-15000元/月,算法工程师
浙江好络维医疗技术有限公司 ,杭州,7000-10000元/月,算法工程师
贵阳宏杰科技有限公司. ,贵阳,6000-10000元/月,算法工程师
北京贝德思达科技发展有限公司 ,西安,15000-25000元/月,算法工程师
